uid,content,role,createdAt,session,group_type,strategy,icap
107449126627229098197,"use examples -> uses examples, provide clear homework -> provides clear homework",user,1759322247300,3,mixed-uptake,Reformulate,Active
107449126627229098197,So it should be I think about the qualities of a great teachers?,assistant,1759322250582,3,mixed-uptake,,
107449126627229098197,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759322250796,3,mixed-uptake,,
117390188405072891749,change,user,1759322257603,1,low-uptake,Reject,Active
117390188405072891749,What does form do change mean?,assistant,1759322259181,1,low-uptake,,
117390188405072891749,form change,user,1759322268172,1,low-uptake,Reject,Active
117390188405072891749,Okay. I will change 'form' to 'the form'.,assistant,1759322271206,1,low-uptake,,
117390188405072891749,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322271372,1,low-uptake,,
117390188405072891749,How do I fix this?,assistant,1759322271524,1,low-uptake,,
110729220736717333163,"We should tell the difference of form of lessons so fix 'with other option' to 'But nowadays,'",user,1759322289472,3,mixed-uptake,Amplification,Constructive
110729220736717333163,"So it should be but nowadays, you just pick videos from internet?",assistant,1759322293194,3,mixed-uptake,,
110729220736717333163,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759322293355,3,mixed-uptake,,
107449126627229098197,"Fix sentence to 'I think a great teacher is someone who explains well, uses example, provides clear homework, and finds way to make the class interesting.'",user,1759322296414,3,mixed-uptake,Reformulate,Active
110729220736717333163,yes!!,user,1759322297400,3,mixed-uptake,Accept,Passive
107449126627229098197,Why do I need to change 'use' to 'uses'?,assistant,1759322298973,3,mixed-uptake,,
110729220736717333163,"So it should be but nowadays, you just pick videos from the internet?",assistant,1759322300083,3,mixed-uptake,,
110729220736717333163,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759322300243,3,mixed-uptake,,
110729220736717333163,oh there are better,user,1759322309819,3,mixed-uptake,Praise,Passive
107583923830523688885,likely->likely to,user,1759322311536,1,low-uptake,Reformulate,Active
107583923830523688885,Why is it likely to instead of likely?,assistant,1759322313526,1,low-uptake,,
110729220736717333163,"I will change 'With other option' to 'But nowadays,'",assistant,1759322313599,3,mixed-uptake,,
110729220736717333163,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322313745,3,mixed-uptake,,
110729220736717333163,What's wrong here?,assistant,1759322313896,3,mixed-uptake,,
117390188405072891749,"Without having sadness, we can hear it in blue songs and understand the feeling.",user,1759322319943,1,low-uptake,Exemplification,Constructive
107449126627229098197,Because 'a great teacher' is singular noun,user,1759322320064,3,mixed-uptake,Amplification,Constructive
117390188405072891749,What does blue songs mean?,assistant,1759322322088,1,low-uptake,,
107449126627229098197,What does singular noun mean?,assistant,1759322322660,3,mixed-uptake,,
117390188405072891749,sad songs,user,1759322335551,1,low-uptake,Amplification,Constructive
117390188405072891749,What does sad songs mean?,assistant,1759322336958,1,low-uptake,,
107449126627229098197,"A singular noun is a word that names one person, place, thing, or idea.",user,1759322340631,3,mixed-uptake,Amplification,Constructive
107449126627229098197,"I see, I will change 'teachers' to 'teacher' in this sentence.",assistant,1759322342517,3,mixed-uptake,,
107449126627229098197,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322342857,3,mixed-uptake,,
110729220736717333163,Let's show new example is began,user,1759322343094,3,mixed-uptake,Reformulate,Active
107449126627229098197,What's wrong here?,assistant,1759322343130,3,mixed-uptake,,
110729220736717333163,Okay. I will change 'is' to 'has been' here.,assistant,1759322344711,3,mixed-uptake,,
110729220736717333163,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322344884,3,mixed-uptake,,
110729220736717333163,What's wrong here?,assistant,1759322345027,3,mixed-uptake,,
117390188405072891749,down mood songs,user,1759322350056,1,low-uptake,Amplification,Constructive
117390188405072891749,What does down mood songs mean?,assistant,1759322351392,1,low-uptake,,
107449126627229098197,I -> (we),user,1759322370162,3,mixed-uptake,Reformulate,Active
117390188405072891749,songs of not good feeling,user,1759322375234,1,low-uptake,Amplification,Constructive
107449126627229098197,Okay. I will change 'I' to 'we' here.,assistant,1759322375596,3,mixed-uptake,,
107449126627229098197,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322375764,3,mixed-uptake,,
107449126627229098197,How can I improve here?,assistant,1759322376024,3,mixed-uptake,,
117390188405072891749,Okay. I will change 'Without having sadness' to 'Without sadness'.,assistant,1759322377358,1,low-uptake,,
117390188405072891749,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322377501,1,low-uptake,,
117390188405072891749,How can I improve here?,assistant,1759322377653,1,low-uptake,,
110729220736717333163,Music student,user,1759322386562,3,mixed-uptake,Reformulate,Active
107583923830523688885,"In order to use 'likely' before verb, you need to add preposition 'to'",user,1759322388335,1,low-uptake,Amplification,Constructive
110729220736717333163,Okay. I will change 'a music student' to 'music students'.,assistant,1759322388375,3,mixed-uptake,,
110729220736717333163,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322388539,3,mixed-uptake,,
110729220736717333163,Can you give me feedback on this part?,assistant,1759322388702,3,mixed-uptake,,
107583923830523688885,What does it mean to add preposition 'to'?,assistant,1759322390094,1,low-uptake,,
117390188405072891749,Music gives us happiness and peace,user,1759322390877,1,low-uptake,Connection,Constructive
117390188405072891749,How is it better?,assistant,1759322392460,1,low-uptake,,
117390188405072891749,gives' do not have 'to',user,1759322409110,1,low-uptake,Reformulate,Active
117390188405072891749,Why 'gives' do not have 'to'?,assistant,1759322411645,1,low-uptake,,
107449126627229098197,"add ',' after 'semester'",user,1759322412737,3,mixed-uptake,Reformulate,Active
107449126627229098197,Why add a comma there?,assistant,1759322415279,3,mixed-uptake,,
117390188405072891749,That is the rule,user,1759322421839,1,low-uptake,Amplification,Constructive
117390188405072891749,"What does that mean, 'the rule'?",assistant,1759322423665,1,low-uptake,,
110729220736717333163,schedule is not verb so it cannot come after 'to' so change 'schedule' to 'make schedule',user,1759322433411,3,mixed-uptake,Amplification,Constructive
110729220736717333163,Why change 'schedule' to 'make schedule'?,assistant,1759322435299,3,mixed-uptake,,
117390188405072891749,appointment,user,1759322436375,1,low-uptake,Amplification,Constructive
117390188405072891749,Okay. I will change 'gives to us' to 'gives us'.,assistant,1759322438315,1,low-uptake,,
117390188405072891749,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322438464,1,low-uptake,,
117390188405072891749,How do I fix this?,assistant,1759322438626,1,low-uptake,,
107583923830523688885,"By doing that, verb can be put after adjective",user,1759322444111,1,low-uptake,Amplification,Constructive
107583923830523688885,How can the verb be put after adjective?,assistant,1759322446503,1,low-uptake,,
110729220736717333163,"oh it is not wrong, let's delete option",user,1759322478360,3,mixed-uptake,Reformulate,Active
110729220736717333163,Okay. I will change 'For guitar class option' to 'For the guitar class'.,assistant,1759322480407,3,mixed-uptake,,
110729220736717333163,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322480556,3,mixed-uptake,,
110729220736717333163,How can I improve here?,assistant,1759322480702,3,mixed-uptake,,
117390188405072891749,music play a essential role to our emotions.,user,1759322512288,1,low-uptake,Reformulate,Active
117390188405072891749,"What does it mean, 'sv agreement error'?",assistant,1759322514369,1,low-uptake,,
107449126627229098197,There are two independent clauses.,user,1759322520485,3,mixed-uptake,Amplification,Constructive
117390188405072891749,I do not know,user,1759322523825,1,low-uptake,Reject,Active
107449126627229098197,So I should say this fall semester we starting university?,assistant,1759322523912,3,mixed-uptake,,
107583923830523688885,"Put preposition, or other part of speech",user,1759322524207,1,low-uptake,Reformulate,Active
107449126627229098197,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759322525370,3,mixed-uptake,,
117390188405072891749,What is 'a essential role'?,assistant,1759322525491,1,low-uptake,,
107583923830523688885,Okay. I will change 'likely must' to 'likely [to] must'.,assistant,1759322526274,1,low-uptake,,
107583923830523688885,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322526454,1,low-uptake,,
107583923830523688885,How do I fix this?,assistant,1759322526783,1,low-uptake,,
117390188405072891749,surely needed role,user,1759322539028,1,low-uptake,Reformulate,Active
117390188405072891749,What is 'surely needed role'?,assistant,1759322540892,1,low-uptake,,
107449126627229098197,"No. this fall semester, I start university.",user,1759322546984,3,mixed-uptake,Reformulate,Active
107449126627229098197,"I think it should be this fall semester, we start university?",assistant,1759322551028,3,mixed-uptake,,
107449126627229098197,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759322551212,3,mixed-uptake,,
107449126627229098197,Yes. Next,user,1759322562620,3,mixed-uptake,Accept,Passive
117390188405072891749,"As we need that role, that role.",user,1759322562916,1,low-uptake,Reformulate,Active
107449126627229098197,Okay. I will change 'start' to 'start'.,assistant,1759322564114,3,mixed-uptake,,
107449126627229098197,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322564348,3,mixed-uptake,,
117390188405072891749,Okay. I will change 'play a essential' to 'plays an essential'.,assistant,1759322564959,1,low-uptake,,
117390188405072891749,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322565101,1,low-uptake,,
117390188405072891749,Can you give me feedback on this part?,assistant,1759322565268,1,low-uptake,,
107449126627229098197,How do I fix this?,assistant,1759322565610,3,mixed-uptake,,
117390188405072891749,We get many sensations from music and we apply them to our lives.,user,1759322592431,1,low-uptake,Reformulate,Active
117390188405072891749,What does 'out lives' mean?,assistant,1759322594495,1,low-uptake,,
107583923830523688885,"before and when both indicate time, so when should be removed",user,1759322604511,1,low-uptake,Amplification,Constructive
117390188405072891749,That is the typo of our lives.,user,1759322606457,1,low-uptake,Amplification,Constructive
107583923830523688885,What does it mean to remove when?,assistant,1759322607435,1,low-uptake,,
117390188405072891749,What is a typo?,assistant,1759322608209,1,low-uptake,,
110729220736717333163,This sentence is not related with education so we should write this. let's fix 'internet has evolved greatly' to 'education has been evolved greatly by the internet',user,1759322612791,3,mixed-uptake,Amplification,Constructive
110729220736717333163,What does 'not related with education' mean?,assistant,1759322614668,3,mixed-uptake,,
117390188405072891749,writing wrong.,user,1759322634826,1,low-uptake,Reject,Active
117390188405072891749,What does writing wrong mean?,assistant,1759322636469,1,low-uptake,,
110729220736717333163,"internet has evolved greatly' matches the improvement about internet, not education.",user,1759322644580,3,mixed-uptake,Amplification,Constructive
110729220736717333163,I think it should be education has evolved by the internet greatly.,assistant,1759322646343,3,mixed-uptake,,
110729220736717333163,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759322646497,3,mixed-uptake,,
110729220736717333163,oh good,user,1759322654259,3,mixed-uptake,Praise,Passive
110729220736717333163,It should be education has evolved greatly by internet.,assistant,1759322655923,3,mixed-uptake,,
110729220736717333163,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759322656079,3,mixed-uptake,,
117390188405072891749,You write the different word,user,1759322656111,1,low-uptake,Amplification,Constructive
117390188405072891749,Okay. I will change 'out lives' to 'our lives' here.,assistant,1759322658035,1,low-uptake,,
117390188405072891749,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322658186,1,low-uptake,,
107583923830523688885,"Sorry, it is better to remove before",user,1759322660918,1,low-uptake,Reformulate,Active
107449126627229098197,"Divide in two sentence. Fix sentence to 'Moreover, both of us did not communicate. So, the atmosphere in class was uncomfortable.'",user,1759322661428,3,mixed-uptake,Reformulate,Active
107583923830523688885,Why should I remove before?,assistant,1759322663027,1,low-uptake,,
110729220736717333163,that's better.,user,1759322664264,3,mixed-uptake,Accept,Passive
110729220736717333163,I will change 'internet has evolved greatly' to 'education has [been] evolved greatly by [the] internet.',assistant,1759322666828,3,mixed-uptake,,
110729220736717333163,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322666981,3,mixed-uptake,,
110729220736717333163,How do I fix this?,assistant,1759322667179,3,mixed-uptake,,
107449126627229098197,"So I should say, moreover, both of us did not communicate. So, the atmosphere in class was uncomfortable?",assistant,1759322672968,3,mixed-uptake,,
107449126627229098197,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759322673202,3,mixed-uptake,,
110729220736717333163,let's fix efficient to efficiently,user,1759322683030,3,mixed-uptake,Reformulate,Active
107449126627229098197,Yes. Next,user,1759322683141,3,mixed-uptake,Accept,Passive
110729220736717333163,What does efficient to efficiently mean?,assistant,1759322684652,3,mixed-uptake,,
107583923830523688885,"Although you remove before, you can compare when he took the bus and now",user,1759322688799,1,low-uptake,Amplification,Constructive
107583923830523688885,What do you mean by comparing when he took the bus and now?,assistant,1759322690835,1,low-uptake,,
107449126627229098197,What does it mean to divide in two sentences?,assistant,1759322714918,3,mixed-uptake,,
110729220736717333163,efficient is verb. we are changing part of sentence,user,1759322724475,3,mixed-uptake,Amplification,Constructive
107583923830523688885,You compare the time when he took the bus to the time when he does not take the bus,user,1759322725806,1,low-uptake,Reformulate,Active
110729220736717333163,What does it mean that efficient is a verb?,assistant,1759322726224,3,mixed-uptake,,
107583923830523688885,Okay. I will remove 'before'.,assistant,1759322727692,1,low-uptake,,
107583923830523688885,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322727932,1,low-uptake,,
107583923830523688885,How do I fix this?,assistant,1759322728310,1,low-uptake,,
107583923830523688885,bring -> brings,user,1759322748982,1,low-uptake,Reformulate,Active
107583923830523688885,How does brings change the meaning?,assistant,1759322751622,1,low-uptake,,
107583923830523688885,"Because the subject of phrase, walking, is singular",user,1759322770995,1,low-uptake,Amplification,Constructive
107583923830523688885,What does singular mean?,assistant,1759322773605,1,low-uptake,,
107449126627229098197,use -> uses,user,1759322781190,3,mixed-uptake,Reformulate,Active
107449126627229098197,"I will say explains well, uses examples, provide clear homework, and find ways to make the class interesting?",assistant,1759322802132,3,mixed-uptake,,
107583923830523688885,It means one,user,1759322802804,1,low-uptake,Amplification,Constructive
107449126627229098197,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759322803588,3,mixed-uptake,,
107583923830523688885,What does it mean to be one?,assistant,1759322805363,1,low-uptake,,
107449126627229098197,Yes.,user,1759322813925,3,mixed-uptake,Accept,Passive
107449126627229098197,Okay. I will change 'use' to 'uses' here.,assistant,1759322816720,3,mixed-uptake,,
107449126627229098197,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322816860,3,mixed-uptake,,
107449126627229098197,How can I improve here?,assistant,1759322817020,3,mixed-uptake,,
110729220736717333163,oh it is not verb. let's fix share to are sharing,user,1759322821685,3,mixed-uptake,Reformulate,Active
110729220736717333163,Why are we changing share to are sharing?,assistant,1759322824168,3,mixed-uptake,,
110729220736717333163,let's fix share to can share,user,1759322845125,3,mixed-uptake,Reformulate,Active
110729220736717333163,Okay. I will change 'share' to 'can share' here.,assistant,1759322846732,3,mixed-uptake,,
110729220736717333163,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322846876,3,mixed-uptake,,
110729220736717333163,How do I fix this?,assistant,1759322847006,3,mixed-uptake,,
107449126627229098197,there are -> there were,user,1759322853342,3,mixed-uptake,Reformulate,Active
107449126627229098197,So it should be there were big problem?,assistant,1759322861072,3,mixed-uptake,,
107449126627229098197,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759322861447,3,mixed-uptake,,
107449126627229098197,Ys.,user,1759322870446,3,mixed-uptake,Accept,Passive
107583923830523688885,"When 'ing' is added to verb, we regard that form as one thing",user,1759322877670,1,low-uptake,Amplification,Constructive
107449126627229098197,What does it mean to change to 'there were'?,assistant,1759322879241,3,mixed-uptake,,
107583923830523688885,Okay. I will change 'bring' to 'brings' here.,assistant,1759322880850,1,low-uptake,,
107583923830523688885,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322881026,1,low-uptake,,
107583923830523688885,How do I fix this?,assistant,1759322881213,1,low-uptake,,
107449126627229098197,context indicate past,user,1759322893453,3,mixed-uptake,Amplification,Constructive
107449126627229098197,What does context indicate past mean?,assistant,1759322895928,3,mixed-uptake,,
107583923830523688885,", and he -> and",user,1759322913903,1,low-uptake,Reformulate,Active
107583923830523688885,Why is 'he' not needed here?,assistant,1759322916078,1,low-uptake,,
107449126627229098197,"regarding to context, it is past tense",user,1759322924143,3,mixed-uptake,Amplification,Constructive
107449126627229098197,Okay. I will change 'there are' to 'there were' here.,assistant,1759322928228,3,mixed-uptake,,
107449126627229098197,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759322928374,3,mixed-uptake,,
107449126627229098197,How do I fix this?,assistant,1759322928521,3,mixed-uptake,,
107583923830523688885,The subjects in two phrases are repetitive,user,1759322944958,1,low-uptake,Amplification,Constructive
107583923830523688885,What does it mean that subjects are repetitive?,assistant,1759322947367,1,low-uptake,,
107583923830523688885,"The subject in two phrases are the same, so you don't have to write the subject again",user,1759322984313,1,low-uptake,Amplification,Constructive
107583923830523688885,What does it mean to write the subject again?,assistant,1759322986008,1,low-uptake,,
107583923830523688885,It can seem to be boring,user,1759323005371,1,low-uptake,Amplification,Constructive
107583923830523688885,"Okay. I will change 'he felt more healthy, and he' to 'he felt more healthy, and'",assistant,1759323008400,1,low-uptake,,
107583923830523688885,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759323008639,1,low-uptake,,
107583923830523688885,What's wrong here?,assistant,1759323008827,1,low-uptake,,
107583923830523688885,did->do,user,1759323056853,1,low-uptake,Reformulate,Active
107583923830523688885,Why is it do instead of did?,assistant,1759323058860,1,low-uptake,,
107583923830523688885,Because the verb is observe,user,1759323069580,1,low-uptake,Amplification,Constructive
107583923830523688885,Why is it observe?,assistant,1759323071623,1,low-uptake,,
107583923830523688885,observe uses infinitive as objective complement',user,1759323122171,1,low-uptake,Amplification,Constructive
107583923830523688885,What does it mean to use infinitive as objective complement?,assistant,1759323124200,1,low-uptake,,
107583923830523688885,It is one of the rules in five-form sentences,user,1759323157404,1,low-uptake,Amplification,Constructive
107583923830523688885,Okay. I will change 'when observed my friend did so' to 'when [I] observed [that] my friend [does] so',assistant,1759323163093,1,low-uptake,,
107583923830523688885,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759323163301,1,low-uptake,,
107583923830523688885,How can I improve here?,assistant,1759323163505,1,low-uptake,,
107583923830523688885,that should be removed,user,1759323175747,1,low-uptake,Reject,Active
107583923830523688885,What does that mean?,assistant,1759323188383,1,low-uptake,,
107583923830523688885,It functions as preposition,user,1759323210356,1,low-uptake,Amplification,Constructive
107583923830523688885,What does it mean to function as preposition?,assistant,1759323217121,1,low-uptake,,
107583923830523688885,"Sorry, not preposition, but in this sentence that cannot come after ways",user,1759323245785,1,low-uptake,Reformulate,Active
107583923830523688885,Why cannot that come after ways?,assistant,1759323248103,1,low-uptake,,
107583923830523688885,It is the way the word 'way' be used,user,1759323392863,1,low-uptake,Amplification,Constructive
107583923830523688885,Okay. I will change the sentence to 'impacts the mind in ways that [enhance] production.',assistant,1759323395238,1,low-uptake,,
107583923830523688885,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759323395512,1,low-uptake,,
117628050603155372694,How can I improve here?,assistant,1759323958718,3,mixed-uptake,,
117628050603155372694,have -> has,user,1759324052567,3,mixed-uptake,Reformulate,Active
117881341115610263149,How do I fix this?,assistant,1759324052607,3,low-uptake,,
117628050603155372694,Why is it have changed instead of has?,assistant,1759324056594,3,mixed-uptake,,
112413239184606031827,How can I improve here?,assistant,1759324064249,3,low-uptake,,
117881341115610263149,have change to has,user,1759324072395,3,low-uptake,Reformulate,Active
117881341115610263149,Why do I change have to has?,assistant,1759324074757,3,low-uptake,,
117881341115610263149,"if you use each, then you use has",user,1759324090578,3,low-uptake,Amplification,Constructive
117881341115610263149,"What does 'if you use each, then you use has' mean?",assistant,1759324092315,3,low-uptake,,
117628050603155372694,it is not a multiple pronoun,user,1759324100283,3,mixed-uptake,Amplification,Constructive
117881341115610263149,just same,user,1759324101057,3,low-uptake,Amplification,Constructive
117628050603155372694,So it should be mobile phone has changed the worlds?,assistant,1759324101663,3,mixed-uptake,,
117628050603155372694,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759324101742,3,mixed-uptake,,
117881341115610263149,What does 'just same' mean?,assistant,1759324102665,3,low-uptake,,
117628050603155372694,ok,user,1759324111913,3,mixed-uptake,Accept,Passive
117628050603155372694,What does it mean mobile phone is perfect?,assistant,1759324114931,3,mixed-uptake,,
117881341115610263149,"if you use each, you must use has it is rule",user,1759324118704,3,low-uptake,Amplification,Constructive
117881341115610263149,Okay. I will change 'have' to 'has' here.,assistant,1759324119896,3,low-uptake,,
117881341115610263149,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759324119979,3,low-uptake,,
117881341115610263149,How do I fix this?,assistant,1759324120054,3,low-uptake,,
107305647178584797730,Can you give me feedback on this part?,assistant,1759324133030,3,mixed-uptake,,
117628050603155372694,offer -> offers,user,1759324153684,3,mixed-uptake,Reformulate,Active
102472663704790377396,How can I improve here?,assistant,1759324154180,3,high-uptake,,
117628050603155372694,"Okay, I will change 'offer' to 'offers' here.",assistant,1759324156089,3,mixed-uptake,,
117628050603155372694,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759324156182,3,mixed-uptake,,
117628050603155372694,Can you give me feedback on this part?,assistant,1759324156252,3,mixed-uptake,,
110601504899239380752,How can I improve here?,assistant,1759324177716,2,high-uptake,,
107305647178584797730,leaded  to -> lead,user,1759324187691,3,mixed-uptake,Reformulate,Active
107305647178584797730,So I should say it can lead to travel pollution?,assistant,1759324195371,3,mixed-uptake,,
102472663704790377396,i think you have to change verve,user,1759324201267,3,high-uptake,Reformulate,Active
107305647178584797730,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759324201292,3,mixed-uptake,,
102472663704790377396,I will change 'has change' to 'has changed' now.,assistant,1759324208414,3,high-uptake,,
102472663704790377396,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759324208518,3,high-uptake,,
102472663704790377396,How can I improve here?,assistant,1759324209306,3,high-uptake,,
117881341115610263149,I think it is too brief,user,1759324215290,3,low-uptake,Reject,Active
117881341115610263149,What does too brief mean?,assistant,1759324216837,3,low-uptake,,
117881341115610263149,it is brief,user,1759324222127,3,low-uptake,Reject,Active
107305647178584797730,"delete ""to""",user,1759324223117,3,mixed-uptake,Reformulate,Active
117881341115610263149,What does it mean to be brief?,assistant,1759324223453,3,low-uptake,,
107305647178584797730,Okay. I will delete 'to' here.,assistant,1759324225358,3,mixed-uptake,,
107305647178584797730,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759324225491,3,mixed-uptake,,
107305647178584797730,How do I fix this?,assistant,1759324225619,3,mixed-uptake,,
117881341115610263149,it's as it should be,user,1759324240961,3,low-uptake,Reject,Active
117881341115610263149,What does it mean to be brief?,assistant,1759324242890,3,low-uptake,,
117628050603155372694,"mobile phone cause some issues on driving, like addiction and distraction.",user,1759324243432,3,mixed-uptake,Reformulate,Active
117628050603155372694,What does it mean issues on driving?,assistant,1759324245011,3,mixed-uptake,,
112413239184606031827,I think it should have more details.,user,1759324246088,3,low-uptake,Amplification,Constructive
112413239184606031827,What do you mean by more details?,assistant,1759324247881,3,low-uptake,,
117881341115610263149,it's as it should be,user,1759324250785,3,low-uptake,Amplification,Constructive
117881341115610263149,Okay. I will change 'have' to 'has' here.,assistant,1759324252625,3,low-uptake,,
117881341115610263149,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759324252745,3,low-uptake,,
117881341115610263149,How can I improve here?,assistant,1759324252848,3,low-uptake,,
115647646533643973773,How can I improve here?,assistant,1759324266650,3,high-uptake,,
117628050603155372694,during driving?,user,1759324267760,3,mixed-uptake,Amplification,Constructive
117628050603155372694,What does during driving mean?,assistant,1759324269105,3,mixed-uptake,,
117881341115610263149,realized -> realize,user,1759324271557,3,low-uptake,Reformulate,Active
117881341115610263149,Why do I change realized to realize?,assistant,1759324272979,3,low-uptake,,
117881341115610263149,It is rule,user,1759324277067,3,low-uptake,Amplification,Constructive
117881341115610263149,"What does it mean, It is rule?",assistant,1759324278487,3,low-uptake,,
117881341115610263149,grammer rule,user,1759324284035,3,low-uptake,Amplification,Constructive
117881341115610263149,What is grammer rule?,assistant,1759324285538,3,low-uptake,,
110601504899239380752,"If you want to use present perfect tense, you have to use verb like 'have+ past perfect verb form'.",user,1759324294061,2,high-uptake,Exemplification,Constructive
117628050603155372694,time that someone drive,user,1759324295544,3,mixed-uptake,Amplification,Constructive
110601504899239380752,I will change 'wonder' to 'wondered' and 'change' to 'changes'.,assistant,1759324296578,2,high-uptake,,
110601504899239380752,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759324296676,2,high-uptake,,
110601504899239380752,What's wrong here?,assistant,1759324296771,2,high-uptake,,
117628050603155372694,I think it should be mobile phone cause issues during driving.,assistant,1759324297939,3,mixed-uptake,,
117628050603155372694,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759324298050,3,mixed-uptake,,
117881341115610263149,"when you use English, you should use grammer",user,1759324301377,3,low-uptake,Amplification,Constructive
117881341115610263149,Okay. I will change 'realized' to 'realize' here.,assistant,1759324303398,3,low-uptake,,
117881341115610263149,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759324303491,3,low-uptake,,
115647646533643973773,meals are -> meals is,user,1759324304411,3,high-uptake,Reformulate,Active
115647646533643973773,I will change 'are' to 'is' here.,assistant,1759324307932,3,high-uptake,,
115647646533643973773,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759324308077,3,high-uptake,,
115647646533643973773,What's wrong here?,assistant,1759324308219,3,high-uptake,,
102472663704790377396,i think article and preposition error,user,1759324309378,3,high-uptake,Reject,Active
102472663704790377396,Okay. I will add an article and preposition here.,assistant,1759324311465,3,high-uptake,,
102472663704790377396,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759324311571,3,high-uptake,,
102472663704790377396,How do I fix this?,assistant,1759324311670,3,high-uptake,,
108414367140353381616,How can I improve here?,assistant,1759324333749,3,low-uptake,,
117628050603155372694,causes,user,1759324333772,3,mixed-uptake,Reformulate,Active
108414367140353381616,How do I fix this?,assistant,1759324333796,3,low-uptake,,
112413239184606031827,"Not just saying 'good ways', at least the sentence has any brief.",user,1759324340376,3,low-uptake,Reject,Active
117628050603155372694,Okay. I will change 'cause' to 'causes' here.,assistant,1759324340382,3,mixed-uptake,,
117628050603155372694,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759324340760,3,mixed-uptake,,
117628050603155372694,How do I fix this?,assistant,1759324340889,3,mixed-uptake,,
112413239184606031827,What do you mean by having more brief?,assistant,1759324342197,3,low-uptake,,
110601504899239380752,Every stances have to have subject noun.,user,1759324343838,2,high-uptake,Amplification,Constructive
110601504899239380752,Okay. I will add a subject noun here.,assistant,1759324345920,2,high-uptake,,
110601504899239380752,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759324346027,2,high-uptake,,
110601504899239380752,How do I fix this?,assistant,1759324346116,2,high-uptake,,
102472663704790377396,lack of main point,user,1759324359141,3,high-uptake,Reject,Active
102472663704790377396,Okay. I will add a main point here.,assistant,1759324360750,3,high-uptake,,
102472663704790377396,"Good job! Peer acknowledged your feedback!
Let's move to the next error!",system,1759324360860,3,high-uptake,,
102472663704790377396,How can I improve here?,assistant,1759324360993,3,high-uptake,,
117628050603155372694,impact -> affect,user,1759324371255,3,mixed-uptake,Reformulate,Active
117628050603155372694,"It should be those phones affect modern society greatly, right?",assistant,1759324372850,3,mixed-uptake,,
117628050603155372694,"Oh no, peer made a mistake while applying your feedback.
Please give a more detailed feedback",system,1759324372940,3,mixed-uptake,,
102472663704790377396,however back have to comma,user,1759324401316,3,high-uptake,Reformulate,Active
